user_id,age,gender,has_children,home_country,home_city,years_on_platform,total_trips_booked,total_sessions,avg_session_duration_s,total_clicks,total_trip_duration,total_distance_flown,total_flight_discount_count,total_hotel_discount_count,total_spent_flights,total_spent_hotels,avg_seats_booked,avg_bags_booked,avg_nights_hotel,avg_rooms_hotel,booking_rate_per_session,booking_segment,age_buckets,customer_value_score,perk
348863,68,F,False,usa,san antonio,2,0,8,74.625,81,0.0,0.0,8,8,0.0,0.0,,,,,0.0,Low Booker,60+,1,10% Discount for Next Booking valid 6 months
349132,50,F,False,usa,cincinnati,2,3,9,110.33333333333333,133,9.0,2115.9200326858,9,9,721.06,3516.1000000000004,2.0,0.5,4.666666666666667,1.6666666666666667,0.3333333333333333,Occasional Booker,50th,2,3% Personal Discount valid 1 year
350648,19,F,False,usa,lincoln,2,0,6,132.83333333333334,107,0.0,0.0,6,6,0.0,0.0,,,,,0.0,Low Booker,under 30,2,3% Personal Discount valid 1 year
353271,27,F,True,usa,milwaukee,2,1,8,78.875,84,1.0,1196.606422927106,8,8,408.4,272.0,2.0,0.0,1.0,2.0,0.125,Low Booker,under 30,1,10% Discount for Next Booking valid 6 months
353694,41,F,True,usa,new york,2,2,8,92.5,100,6.0,2710.452750169333,8,8,461.37,1634.0,1.5,0.5,4.5,1.5,0.25,Occasional Booker,40th,2,3% Personal Discount valid 1 year
354050,51,F,False,usa,detroit,2,5,8,159.125,172,14.0,10750.906780847297,8,8,1928.776,2512.6,1.2,0.2,2.4,1.2,0.625,Frequent Booker,50th,3,One-time free breakfast for the entire stay
354260,50,F,False,usa,providence,2,2,8,107.875,116,5.0,6660.107861426226,8,8,1165.01,520.0,1.0,1.0,2.0,1.0,0.25,Occasional Booker,50th,2,3% Personal Discount valid 1 year
354311,47,F,False,usa,tucson,2,2,8,92.0,98,5.0,6123.559322365547,8,8,1072.8899999999999,291.0,1.0,0.5,3.0,1.0,0.25,Occasional Booker,40th,2,3% Personal Discount valid 1 year
354950,54,M,False,usa,amarillo,2,1,8,94.125,100,7.0,2463.0303816274436,8,8,460.54,762.0,1.0,1.0,6.0,1.0,0.125,Low Booker,50th,1,10% Discount for Next Booking valid 6 months
356046,35,F,False,canada,ottawa,2,2,8,94.0,101,6.0,3793.91379298847,8,8,783.81,705.0,1.5,0.0,2.0,1.5,0.25,Occasional Booker,30th,1,10% Discount for Next Booking valid 6 months
357737,42,F,True,usa,san diego,2,4,6,111.33333333333333,91,11.0,11010.331786492958,6,6,1959.7,1236.1,1.0,0.0,3.0,1.0,0.6666666666666666,Frequent Booker,40th,2,3% Personal Discount valid 1 year
359072,52,F,True,canada,montreal,2,2,6,138.66666666666666,111,6.0,769.7071099787654,6,6,133.15,447.0,1.0,0.5,1.5,1.0,0.3333333333333333,Occasional Booker,50th,2,3% Personal Discount valid 1 year
359080,43,F,False,usa,new york,2,4,8,119.0,126,25.0,18470.72388015783,8,8,5153.5599999999995,1383.0,1.25,1.0,2.0,1.0,0.5,Occasional Booker,40th,2,3% Personal Discount valid 1 year
359653,56,M,False,canada,victoria,2,2,8,118.0,127,6.0,4477.183532111053,8,8,784.33,649.2,1.0,1.0,1.5,1.0,0.25,Occasional Booker,50th,1,10% Discount for Next Booking valid 6 months
361459,42,F,True,usa,houston,2,1,8,56.0,59,3.0,2289.5611950767134,8,8,393.91,165.0,1.0,1.0,1.0,1.0,0.125,Low Booker,40th,1,10% Discount for Next Booking valid 6 months
361759,53,F,False,canada,winnipeg,2,4,9,113.88888888888889,139,10.0,9045.862362201548,9,9,1660.59,295.7,1.0,0.5,1.3333333333333333,1.0,0.4444444444444444,Occasional Booker,50th,2,3% Personal Discount valid 1 year
363535,32,F,False,usa,charlotte,2,2,6,79.33333333333333,64,1.0,4189.1943537772395,6,6,688.226,601.0,1.5,0.5,3.0,1.5,0.3333333333333333,Occasional Booker,30th,1,10% Discount for Next Booking valid 6 months
365825,46,F,False,usa,los angeles,2,1,6,85.83333333333333,70,12.0,379.98770431901977,6,6,64.63,950.0,1.0,1.0,10.0,1.0,0.16666666666666666,Low Booker,40th,1,10% Discount for Next Booking valid 6 months
371201,29,M,True,usa,new york,2,1,8,97.125,105,9.0,1067.2746754207967,8,8,199.47,0.0,1.0,3.0,,,0.125,Low Booker,under 30,1,10% Discount for Next Booking valid 6 months
372970,35,F,False,usa,charlotte,2,2,8,94.625,100,4.0,7414.058142509986,8,8,1293.3000000000002,408.0,1.0,0.5,1.0,1.0,0.25,Occasional Booker,30th,2,3% Personal Discount valid 1 year
373489,38,F,True,usa,wichita,2,1,9,96.44444444444444,118,13.0,10288.142616768742,9,9,5588.4825,1224.0,4.0,3.0,12.0,2.0,0.1111111111111111,Low Booker,30th,1,10% Discount for Next Booking valid 6 months
374331,43,M,False,usa,milwaukee,2,1,6,59.333333333333336,46,0.0,0.0,6,6,0.0,6720.0,,,12.0,2.0,0.16666666666666666,Low Booker,40th,1,10% Discount for Next Booking valid 6 months
374340,36,F,False,usa,new york,2,1,9,64.44444444444444,78,9.0,11011.44268612559,9,9,3966.19,0.0,2.0,1.0,,,0.1111111111111111,Low Booker,30th,1,10% Discount for Next Booking valid 6 months
374341,27,F,False,usa,detroit,2,3,8,98.125,105,0.0,0.0,8,8,0.0,6840.0,,,7.333333333333333,2.0,0.375,Occasional Booker,under 30,2,3% Personal Discount valid 1 year
375160,21,F,False,usa,houston,2,0,8,38.0,41,0.0,0.0,8,8,0.0,0.0,,,,,0.0,Low Booker,under 30,1,10% Discount for Next Booking valid 6 months
375729,54,F,False,usa,atlanta,2,3,8,131.125,142,11.0,5565.927401895038,8,8,896.282,1667.0,1.0,0.3333333333333333,2.0,1.0,0.375,Occasional Booker,50th,3,One-time free breakfast for the entire stay
375751,51,F,False,usa,cleveland,2,3,8,176.75,192,10.0,4104.561013083787,8,8,707.56,999.0,1.0,0.3333333333333333,3.0,1.0,0.375,Occasional Booker,50th,2,3% Personal Discount valid 1 year
376159,43,F,False,usa,long beach,2,2,8,95.5,102,3.0,2219.790519291672,8,8,367.24,708.0,1.0,1.0,3.0,1.0,0.25,Occasional Booker,40th,1,10% Discount for Next Booking valid 6 months
377069,69,F,False,usa,new york,2,0,6,56.333333333333336,45,0.0,0.0,6,6,0.0,0.0,,,,,0.0,Low Booker,60+,1,10% Discount for Next Booking valid 6 months
377411,39,F,False,canada,montreal,2,2,8,110.625,118,7.0,3123.437978262425,8,8,989.996,1026.0,1.5,0.0,2.5,1.5,0.25,Occasional Booker,30th,1,10% Discount for Next Booking valid 6 months
378565,41,F,True,usa,nashville,2,5,8,127.125,136,9.0,4122.5813514022075,8,8,687.941,8600.0,1.0,0.5,8.8,1.2,0.625,Frequent Booker,40th,3,One-time free breakfast for the entire stay
379543,57,F,False,usa,san jose,2,3,8,95.625,104,12.0,6805.598918065367,8,8,1155.12,1535.0,1.0,0.3333333333333333,2.0,1.0,0.375,Occasional Booker,50th,2,3% Personal Discount valid 1 year
380434,51,F,True,usa,oklahoma city,2,3,8,104.375,114,12.0,5555.23431573475,8,8,999.3374999999999,1426.0,1.0,0.3333333333333333,2.3333333333333335,1.0,0.375,Occasional Booker,50th,1,10% Discount for Next Booking valid 6 months
380436,45,F,False,usa,new york,2,1,8,99.375,107,6.0,567.1868949644811,8,8,113.25,594.0,1.0,1.0,4.0,1.0,0.125,Low Booker,40th,1,10% Discount for Next Booking valid 6 months
380757,47,F,True,usa,los angeles,2,3,8,114.125,122,15.0,4734.180692133152,8,8,495.62,1310.35,1.0,0.3333333333333333,4.666666666666667,1.0,0.375,Occasional Booker,40th,1,10% Discount for Next Booking valid 6 months
380874,55,F,False,usa,louisville,2,3,8,109.0,117,8.0,4268.732574175518,8,8,840.2500000000001,546.9000000000001,1.0,0.6666666666666666,1.6666666666666667,1.0,0.375,Occasional Booker,50th,1,10% Discount for Next Booking valid 6 months
380949,47,F,False,usa,san antonio,2,4,6,147.33333333333334,118,12.0,7857.195090057428,6,6,1517.09,1654.0,1.0,0.25,2.3333333333333335,1.0,0.6666666666666666,Frequent Booker,40th,3,One-time free breakfast for the entire stay
381259,22,F,True,usa,san diego,2,1,8,91.0,97,2.0,3654.858585407985,8,8,719.48,68.0,1.0,1.0,1.0,1.0,0.125,Low Booker,under 30,1,10% Discount for Next Booking valid 6 months
381465,35,F,False,usa,san antonio,2,3,6,161.0,129,3.0,1668.4339477530182,6,6,324.87,2976.0,1.0,0.0,10.333333333333334,1.0,0.5,Occasional Booker,30th,3,One-time free breakfast for the entire stay
382181,37,F,False,canada,halifax,2,3,8,98.125,106,12.0,5889.584689401061,8,8,1073.04,920.0,1.0,0.6666666666666666,2.5,1.0,0.375,Occasional Booker,30th,2,3% Personal Discount valid 1 year
382384,58,F,False,usa,st. petersburg,2,1,8,70.125,75,2.0,1229.6449276244896,8,8,228.63,156.0,1.0,1.0,1.0,1.0,0.125,Low Booker,50th,1,10% Discount for Next Booking valid 6 months
382533,19,F,False,usa,long beach,2,0,8,65.25,70,0.0,0.0,8,8,0.0,0.0,,,,,0.0,Low Booker,under 30,1,10% Discount for Next Booking valid 6 months
385689,50,F,True,usa,nashville,2,4,8,85.75,92,13.0,5701.016446168778,8,8,1238.843,3545.0,1.3333333333333333,0.3333333333333333,4.0,1.25,0.5,Occasional Booker,50th,2,3% Personal Discount valid 1 year
386255,33,F,True,usa,mobile,2,1,8,59.5,64,0.0,0.0,8,8,0.0,2144.0,,,4.0,2.0,0.125,Low Booker,30th,1,10% Discount for Next Booking valid 6 months
386469,18,F,False,usa,stockton,2,0,9,79.0,95,0.0,0.0,9,9,0.0,0.0,,,,,0.0,Low Booker,under 30,1,10% Discount for Next Booking valid 6 months
386914,47,F,True,canada,hamilton,2,1,6,99.66666666666667,80,3.0,659.089062226361,6,6,134.71,577.8000000000001,1.0,1.0,2.0,1.0,0.16666666666666666,Low Booker,40th,1,10% Discount for Next Booking valid 6 months
387282,31,F,True,usa,amarillo,2,1,8,80.125,87,0.0,0.0,8,8,0.0,3564.0,,,4.0,3.0,0.125,Low Booker,30th,1,10% Discount for Next Booking valid 6 months
387783,54,M,True,usa,oakland,2,3,8,79.875,87,2.0,2357.738789793208,8,8,431.26,2798.0,1.0,0.0,5.0,1.3333333333333333,0.375,Occasional Booker,50th,2,3% Personal Discount valid 1 year
388328,51,F,True,canada,toronto,2,5,9,110.44444444444444,135,8.0,7408.361558473691,9,9,1240.7,4770.9,1.0,1.0,4.6,1.0,0.5555555555555556,Frequent Booker,50th,2,3% Personal Discount valid 1 year
388767,45,F,True,usa,tallahassee,2,1,8,97.125,104,11.0,2099.6177998466505,8,8,372.34,1890.0,1.0,1.0,10.0,1.0,0.125,Low Booker,40th,1,10% Discount for Next Booking valid 6 months
388947,41,M,False,usa,new york,2,3,9,92.55555555555556,112,6.0,7026.527943819693,9,9,1196.2385,684.0,1.0,0.6666666666666666,2.0,1.0,0.3333333333333333,Occasional Booker,40th,2,3% Personal Discount valid 1 year
389434,43,F,False,usa,new york,2,4,6,124.33333333333333,99,11.0,9964.353983278052,6,6,1725.28,1309.0,1.0,0.25,1.75,1.0,0.6666666666666666,Frequent Booker,40th,3,One-time free breakfast for the entire stay
389662,39,F,False,usa,fresno,2,3,8,135.75,146,7.0,3784.3302755905497,8,8,631.063,815.0,1.0,1.0,1.3333333333333333,1.0,0.375,Occasional Booker,30th,2,3% Personal Discount valid 1 year
389759,34,F,True,usa,anchorage,2,3,8,143.875,156,9.0,13792.35851194703,8,8,3088.631,2628.0,1.6666666666666667,0.3333333333333333,2.0,1.6666666666666667,0.375,Occasional Booker,30th,3,One-time free breakfast for the entire stay
390811,42,F,False,usa,los angeles,2,3,8,122.375,132,13.0,6250.149540401399,8,8,1099.02,1387.0,1.0,0.6666666666666666,3.6666666666666665,1.0,0.375,Occasional Booker,40th,3,One-time free breakfast for the entire stay
392453,59,F,False,usa,el paso,2,1,8,72.375,78,12.0,2387.689148527928,8,8,374.281,1166.0,1.0,1.0,11.0,1.0,0.125,Low Booker,50th,1,10% Discount for Next Booking valid 6 months
395202,27,F,False,usa,san jose,2,1,8,66.25,71,0.0,0.0,8,8,0.0,2964.0,,,13.0,1.0,0.125,Low Booker,under 30,1,10% Discount for Next Booking valid 6 months
395981,52,F,False,canada,vancouver,2,3,8,95.25,101,7.0,8302.993579607659,8,8,1777.898,1399.0,1.3333333333333333,1.0,1.0,1.3333333333333333,0.375,Occasional Booker,50th,2,3% Personal Discount valid 1 year
396552,46,F,False,canada,london,2,4,8,101.375,109,4.0,6485.694241017604,8,8,824.85,699.0,1.0,0.5,1.0,1.0,0.5,Occasional Booker,40th,1,10% Discount for Next Booking valid 6 months
399137,54,F,False,usa,dallas,2,4,8,143.25,155,7.0,4302.60802784601,8,8,831.47,6424.0,1.0,1.0,3.75,1.5,0.5,Occasional Booker,50th,3,One-time free breakfast for the entire stay
399218,45,F,True,usa,fort worth,2,2,8,113.625,121,5.0,2641.6687349655044,8,8,487.9,246.0,1.0,0.5,2.0,1.0,0.25,Occasional Booker,40th,1,10% Discount for Next Booking valid 6 months
